line	size		transaction item
486	56	:	1 3 4 5 6 7 9 14 15 17 18 19 20 23 25 27 28 30 32 33 34 40 41 42 43 44 46 47 49 51 52 54 57 58 59 62 63 64 65 66 67 68 69 72 73 74 75 79 80 82 83 85 87 90 95 98 
487	13	:	6 14 19 30 62 63 72 75 76 81 85 94 96 
488	33	:	3 4 13 18 21 24 29 31 35 38 41 43 45 51 56 59 67 69 71 72 75 76 78 81 82 83 84 85 88 89 92 98 100 
489	47	:	1 3 5 6 8 9 16 17 18 19 20 23 24 25 27 28 32 33 35 37 42 43 48 50 51 52 53 54 57 59 62 66 67 68 69 71 74 75 78 82 83 84 86 87 91 93 100 
490	54	:	2 3 5 6 7 9 10 14 15 16 17 22 24 27 28 30 32 34 35 36 37 38 42 44 45 49 50 51 53 54 56 57 58 60 61 62 65 66 70 71 72 78 81 83 84 88 89 91 92 93 94 95 96 99 
491	40	:	4 7 8 9 10 11 12 20 23 25 31 32 36 37 38 39 45 48 51 52 53 54 56 58 61 62 65 66 69 71 73 75 76 79 80 84 87 89 92 99 
492	13	:	2 8 15 18 19 28 30 41 53 58 59 71 75 
493	70	:	1 2 3 4 5 6 7 8 9 10 11 13 14 16 18 19 22 24 25 26 27 28 29 30 31 33 34 35 36 37 38 39 41 42 43 44 45 46 47 49 51 52 55 56 60 62 63 65 67 68 70 71 72 74 75 77 78 79 80 81 83 85 86 91 92 93 94 97 98 100 
494	77	:	1 3 4 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 31 32 35 36 37 38 41 42 43 44 45 47 48 50 51 52 53 54 55 56 58 59 60 61 64 65 66 67 69 70 71 73 74 75 76 78 82 83 84 85 88 89 90 92 93 94 95 96 98 99 100 
495	71	:	1 2 3 4 5 8 9 10 12 15 16 18 20 21 23 24 26 27 28 29 31 32 33 34 36 37 38 42 43 44 45 46 50 51 52 53 55 56 57 58 60 62 64 65 66 67 68 71 72 73 74 75 76 77 78 79 80 83 85 86 87 88 89 90 91 92 93 95 97 98 100 
496	34	:	2 5 8 10 16 18 22 23 26 32 34 36 41 50 52 53 54 55 59 66 69 73 75 78 79 81 82 84 86 88 89 91 93 95 
497	54	:	3 4 5 7 8 9 10 12 13 16 17 18 20 21 23 29 31 32 36 38 39 45 48 49 51 52 53 54 55 58 59 62 65 66 67 70 71 72 74 75 76 80 81 83 84 87 89 91 93 94 96 97 99 100 
498	69	:	1 2 3 4 5 6 7 8 9 11 12 14 15 16 17 19 22 25 26 27 28 29 30 31 32 35 36 37 38 39 42 43 44 45 46 50 51 52 53 54 56 57 59 62 63 66 68 69 71 72 73 74 75 76 78 80 81 82 83 84 85 91 92 93 94 95 96 97 99 
499	49	:	1 2 4 5 8 9 10 11 13 14 15 16 24 25 26 28 31 33 34 35 36 37 39 43 44 46 50 52 56 62 63 65 66 67 68 69 70 71 72 75 76 78 84 86 88 91 96 98 100 
500	40	:	5 11 13 14 18 19 21 22 27 29 30 32 34 35 36 37 41 43 45 48 50 52 53 54 55 56 57 58 68 71 72 73 76 77 79 81 83 93 95 99 
501	54	:	1 2 4 5 7 8 9 10 11 12 13 15 16 17 20 24 29 32 34 36 39 40 43 45 49 50 51 52 54 56 58 62 67 68 69 71 73 76 77 79 80 81 82 83 85 87 88 89 91 94 96 97 99 100 
502	58	:	1 2 3 5 7 8 10 12 16 17 18 19 20 22 23 26 27 29 31 32 35 36 37 38 39 42 43 44 47 49 51 52 55 59 60 61 64 66 67 68 71 75 77 78 80 83 84 86 87 88 90 91 93 94 96 97 99 100 
503	38	:	4 6 11 12 13 23 25 31 32 34 36 37 38 43 48 50 51 52 53 54 56 57 61 62 63 66 68 69 72 73 76 78 82 84 88 89 92 99 
504	46	:	10 12 13 14 15 16 19 21 23 24 26 29 31 34 36 37 42 44 51 55 56 57 60 61 62 64 65 67 71 72 74 75 76 77 80 82 83 84 85 88 89 90 91 92 97 100 
505	51	:	1 2 3 6 8 10 11 12 15 17 19 20 26 29 35 36 40 42 43 45 46 47 48 49 50 51 54 58 60 63 64 65 67 69 71 73 76 77 78 83 84 86 87 88 89 93 95 96 98 99 100 
506	16	:	4 7 11 17 20 26 29 35 38 52 53 55 58 89 90 93 
507	18	:	2 4 6 10 22 25 28 33 34 37 41 47 55 67 79 83 85 91 
508	19	:	6 13 25 32 34 37 43 50 53 57 62 63 68 72 78 82 84 88 89 
509	20	:	1 2 10 12 17 20 40 43 45 49 51 54 58 69 71 76 87 88 89 96 
510	41	:	1 3 4 6 13 18 20 21 22 25 28 29 31 35 38 41 49 51 53 54 56 59 63 64 66 67 69 70 72 74 78 81 82 83 84 88 94 95 98 99 100 
511	60	:	1 2 4 5 7 8 9 10 11 12 15 17 18 19 20 23 24 25 26 28 29 31 32 33 34 35 37 38 39 44 45 46 50 51 52 53 55 58 62 64 65 67 68 69 71 75 76 78 79 80 84 85 86 87 88 89 90 93 95 99 
512	53	:	1 3 7 10 11 14 18 19 21 23 24 25 27 29 30 33 35 36 37 38 42 45 46 48 52 54 55 56 57 58 60 61 62 64 65 67 70 71 73 75 76 77 78 86 87 89 91 92 93 94 96 97 98 
513	47	:	3 4 10 11 21 23 24 25 26 27 29 30 31 33 34 35 37 38 41 43 44 45 49 50 51 53 54 55 60 61 64 66 75 76 77 78 83 84 86 87 89 90 91 94 95 97 98 
514	75	:	1 2 3 4 7 8 9 10 12 14 15 17 19 20 24 26 27 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 51 53 54 55 58 60 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 80 83 84 86 87 88 89 90 91 92 93 95 96 97 99 100 
515	25	:	13 14 15 16 23 26 29 31 37 51 60 61 62 71 75 76 77 80 82 84 88 89 91 97 100 
516	77	:	1 3 4 5 6 7 8 10 11 12 14 15 18 21 23 25 26 27 28 30 31 32 33 35 36 37 38 40 41 42 43 44 46 47 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 73 74 75 76 77 78 79 80 81 83 84 86 87 90 93 95 96 97 98 99 100 
517	62	:	1 2 4 5 6 8 9 10 12 15 16 18 19 23 24 26 29 31 32 34 36 37 42 43 44 45 46 50 52 53 59 60 62 64 65 66 67 68 69 71 72 73 74 75 76 78 79 80 81 82 84 85 86 87 88 89 91 92 93 95 97 99 
518	12	:	8 23 24 32 42 46 62 65 88 92 94 100 
519	63	:	1 3 4 5 7 9 11 15 16 17 18 20 23 24 25 26 27 28 29 32 33 34 35 36 37 38 41 43 44 45 49 50 51 52 53 56 57 58 59 60 62 63 65 68 71 72 73 78 79 80 81 84 85 86 87 89 93 94 95 96 97 99 100 
520	78	:	1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 20 21 23 24 25 26 28 29 30 32 33 34 35 36 37 39 41 44 45 48 49 50 51 52 54 55 56 58 59 61 62 63 65 66 67 68 69 70 71 72 73 75 76 78 79 80 82 83 84 85 86 88 89 91 92 94 95 96 97 98 100 
521	45	:	2 3 6 10 11 13 18 20 23 24 25 29 32 33 34 37 43 44 45 46 50 51 52 53 57 60 61 62 63 68 72 73 74 76 78 80 82 84 88 89 92 95 97 98 100 
522	84	:	1 2 3 4 5 6 7 9 10 11 12 13 14 17 18 19 20 21 22 24 25 26 27 29 30 31 32 33 34 35 36 39 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 58 59 60 61 62 63 66 68 70 71 72 73 74 75 76 77 78 79 80 81 83 85 86 87 89 90 91 92 93 94 95 96 97 98 99 100 
523	59	:	1 2 4 5 7 10 12 14 16 17 18 20 25 27 28 29 33 35 40 42 43 45 46 47 49 50 51 52 54 58 59 60 62 64 66 67 68 69 70 71 76 77 79 81 83 84 86 87 88 89 91 92 93 94 96 97 98 99 100 
524	36	:	4 13 14 15 16 23 26 27 29 31 33 35 37 42 46 47 51 60 61 62 67 71 75 76 77 80 81 82 84 86 88 89 91 97 99 100 
525	59	:	1 2 3 4 5 6 7 8 10 11 12 13 14 18 19 22 23 24 26 28 30 31 32 33 34 35 40 41 42 43 47 49 50 52 53 57 59 62 64 65 66 69 70 72 73 75 76 77 79 80 82 83 84 88 89 90 91 95 96 
526	74	:	1 2 3 5 6 7 8 10 11 12 13 14 15 17 19 21 22 23 25 26 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 47 50 52 53 54 55 56 57 58 59 60 61 62 63 64 66 67 69 71 73 75 77 78 80 81 83 84 85 86 88 90 91 93 94 96 98 99 100 
527	58	:	2 3 4 6 9 10 13 14 15 19 20 22 24 25 28 31 32 33 34 35 37 41 42 43 44 45 46 47 49 50 51 52 53 55 56 57 61 63 65 67 69 70 71 72 73 77 78 79 81 83 84 85 88 90 91 92 96 99 
528	19	:	5 10 16 21 22 23 30 33 36 45 52 54 58 64 67 71 75 90 96 
529	79	:	1 2 3 4 5 6 7 11 12 13 15 17 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 48 49 50 51 52 55 56 58 59 60 61 63 64 65 67 68 69 71 72 73 75 76 78 81 82 83 84 85 86 87 88 89 90 91 92 93 94 96 98 100 
530	69	:	1 3 4 5 6 7 8 11 14 15 17 18 19 20 21 23 24 25 26 27 30 32 33 34 35 36 37 41 43 44 46 48 49 50 51 52 53 56 57 59 62 63 65 66 68 69 71 72 75 76 77 78 79 80 81 82 83 84 85 86 87 89 90 91 94 95 96 97 100 
531	19	:	1 11 13 17 20 23 25 40 48 49 50 55 61 64 68 82 84 87 91 
532	79	:	2 3 4 5 7 8 9 10 11 13 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 40 41 42 43 44 45 48 49 51 52 53 54 55 56 57 59 60 62 64 65 66 67 68 70 71 72 73 74 75 76 77 79 80 81 82 83 85 86 87 88 89 91 93 95 96 97 98 
533	30	:	1 3 5 7 8 12 20 26 27 28 29 30 35 37 39 45 48 61 68 69 71 73 74 76 80 84 86 91 92 97 
534	57	:	1 2 4 6 8 9 10 12 17 18 19 20 23 24 25 26 27 28 32 33 35 36 38 40 41 42 43 44 45 46 47 49 50 51 53 54 57 58 60 62 63 65 67 69 71 74 76 79 87 88 89 92 93 94 96 99 100 
535	70	:	3 4 6 7 8 9 10 11 12 13 14 17 19 20 21 23 24 25 26 29 30 31 32 33 35 38 39 41 42 43 44 45 46 49 50 51 52 53 56 58 59 60 61 62 63 65 71 72 73 74 75 76 80 81 82 83 84 85 86 87 88 91 92 93 94 95 96 97 98 100 
536	38	:	4 5 7 8 9 10 15 17 23 25 26 27 33 38 39 40 41 44 45 49 51 52 55 62 64 68 69 72 74 75 76 78 79 82 83 87 91 99 
537	53	:	2 3 4 5 6 7 9 11 14 15 16 18 19 23 28 31 34 35 37 40 41 45 46 47 49 50 52 53 56 57 63 65 67 68 69 70 71 73 76 77 79 80 84 85 86 87 88 89 90 93 95 96 100 
538	79	:	1 2 3 5 6 7 8 9 11 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 32 34 35 36 37 38 41 42 43 45 46 48 49 50 51 52 53 54 56 57 58 59 60 61 62 65 66 67 68 69 70 71 73 74 75 76 77 78 79 80 81 83 84 86 87 88 89 91 92 93 94 96 97 99 100 
539	61	:	1 2 3 4 5 6 7 10 11 14 15 17 18 19 20 21 26 27 29 30 31 32 33 35 38 41 43 46 47 49 52 53 54 55 56 58 59 63 64 65 68 72 75 78 79 80 81 82 83 85 87 89 90 91 92 93 95 96 97 98 100 
540	20	:	3 8 9 11 16 19 25 27 35 43 50 51 69 75 76 82 83 84 93 95 
541	45	:	1 2 7 13 15 16 18 21 22 23 28 29 31 32 37 40 41 44 46 49 52 53 54 56 58 59 66 68 69 70 73 74 77 78 80 83 88 89 93 94 95 96 98 99 100 
542	19	:	3 14 19 28 31 35 47 49 52 53 57 65 70 73 77 79 84 90 96 
543	56	:	2 3 4 7 8 9 10 11 13 16 19 21 23 25 26 27 29 32 33 35 36 37 38 40 41 43 44 46 47 50 51 56 58 60 63 66 67 68 69 73 74 75 76 77 78 79 80 82 83 84 87 93 95 96 99 100 
544	29	:	2 4 5 6 10 14 22 24 25 28 30 33 34 37 40 41 42 43 47 50 53 55 64 67 79 83 85 91 95 
545	61	:	2 3 6 7 8 9 10 11 15 18 20 24 26 29 30 33 34 35 36 38 39 40 41 42 43 44 45 46 48 49 50 51 52 53 57 58 61 63 64 65 67 68 69 70 71 73 74 75 76 77 78 79 86 88 90 91 92 95 96 98 100 
546	60	:	2 3 4 5 7 8 9 16 17 18 20 21 23 24 25 26 27 29 30 31 32 33 34 35 45 46 49 50 51 52 54 56 58 59 61 62 63 64 66 68 75 76 78 79 80 82 83 84 85 86 87 89 90 91 92 93 94 96 98 100 
547	42	:	4 6 9 10 13 14 15 20 21 25 32 33 34 35 37 42 43 45 46 50 53 54 56 57 58 62 63 65 68 69 72 75 78 81 82 83 84 88 89 92 95 99 
548	19	:	5 10 16 21 22 23 30 33 36 45 52 54 58 64 67 71 75 90 96 
549	21	:	9 10 12 20 24 26 33 36 37 41 48 65 67 68 69 71 72 73 86 89 100 
550	84	:	1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 33 34 35 37 40 41 42 43 44 45 46 48 49 51 52 53 54 56 58 59 60 63 64 65 66 67 68 69 70 71 72 73 74 75 76 78 79 80 82 83 84 87 88 89 90 91 92 93 94 95 96 98 99 100 
551	23	:	5 7 12 14 26 29 43 44 45 48 50 53 55 58 59 61 62 75 76 79 87 92 94 
552	34	:	3 5 8 9 10 11 13 15 24 27 28 29 30 31 32 36 43 44 45 52 53 56 60 65 68 71 73 76 77 79 83 88 89 93 
553	19	:	7 9 15 16 17 28 34 36 38 49 50 56 57 58 60 62 72 89 99 
554	41	:	3 5 8 9 11 15 16 19 24 25 27 32 35 36 39 40 43 45 49 50 51 62 67 69 71 75 76 80 81 82 83 84 88 89 91 93 95 96 97 99 100 
555	37	:	1 5 8 9 16 17 18 19 21 26 32 34 36 38 39 42 43 45 46 49 52 60 64 66 68 74 75 77 78 80 82 86 87 88 90 91 93 
556	71	:	1 2 4 5 6 8 10 11 12 13 14 16 19 21 23 24 25 26 27 29 30 31 32 33 34 35 36 37 38 40 43 44 45 46 48 49 51 52 54 56 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 80 81 82 86 90 92 95 97 98 99 100 
557	50	:	4 7 9 11 13 14 15 16 17 23 25 26 28 29 31 33 34 36 37 38 41 43 44 49 50 51 53 56 57 58 60 61 62 71 72 75 76 77 80 82 84 87 88 89 91 94 95 97 99 100 
558	18	:	3 4 13 21 29 35 38 41 51 56 59 72 81 82 83 84 88 98 
559	56	:	1 4 5 6 9 10 11 12 18 20 21 23 24 25 26 29 31 33 36 37 38 41 43 44 45 46 48 51 52 54 56 59 61 62 65 66 67 68 69 71 72 73 74 75 76 78 81 83 85 86 88 89 92 97 99 100 
560	80	:	1 3 4 6 7 8 9 10 11 12 13 14 15 17 19 20 21 23 24 26 29 30 31 33 34 35 36 37 38 39 40 41 42 43 44 46 47 48 50 51 52 55 56 57 58 59 60 62 63 64 65 66 67 68 69 71 72 73 76 77 78 79 80 81 82 83 84 85 86 88 89 90 91 92 93 95 96 98 99 100 
561	30	:	8 9 10 12 20 24 26 33 36 37 38 39 41 45 48 49 52 65 67 68 69 71 72 73 74 75 86 89 91 100 
562	79	:	1 3 4 5 6 8 9 10 11 12 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 40 41 42 43 45 46 47 48 50 51 52 53 54 55 56 57 60 61 62 64 65 66 67 68 69 71 72 73 74 75 76 78 79 80 81 83 84 86 87 88 89 91 93 95 96 97 100 
563	32	:	11 17 20 21 22 26 27 29 30 39 41 45 46 49 51 54 55 62 65 66 70 74 75 76 78 82 85 86 91 93 96 97 
564	34	:	4 6 11 13 14 15 16 23 26 29 31 34 37 40 45 51 56 60 61 62 63 71 73 75 76 77 80 82 84 88 89 91 97 100 
565	42	:	2 4 6 7 8 9 10 13 14 16 17 20 21 25 32 34 37 43 50 52 53 54 57 58 62 63 65 68 72 75 78 79 80 81 82 83 84 85 88 89 94 95 
566	53	:	1 4 5 6 11 15 18 20 21 24 25 26 27 28 32 33 34 35 37 40 42 44 45 48 49 52 53 54 56 59 60 62 63 64 65 66 67 68 71 73 78 79 83 85 86 89 92 93 94 95 96 97 100 
567	23	:	1 2 4 8 10 11 13 16 31 34 35 37 43 44 46 67 68 70 71 72 75 78 98 
568	29	:	4 6 9 10 11 12 20 24 26 33 34 36 37 40 41 45 48 56 63 65 67 68 69 71 72 73 86 89 100 
569	73	:	1 3 4 5 6 8 9 10 11 12 13 15 17 18 19 20 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 38 42 44 45 46 48 50 51 52 53 54 56 57 59 60 61 63 64 65 66 68 69 70 71 73 74 75 76 77 78 83 84 86 88 89 92 93 94 95 98 99 100 
570	28	:	5 9 18 19 22 23 31 36 37 41 46 50 52 55 67 68 71 73 76 79 80 81 85 86 87 88 93 95 
571	73	:	1 2 3 4 5 6 7 9 10 12 13 14 17 18 20 21 22 25 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 45 47 49 51 52 53 54 55 56 57 58 59 60 62 66 67 69 71 72 74 75 76 77 79 80 81 82 83 84 85 87 88 89 90 91 92 93 94 96 98 
572	18	:	18 21 24 31 43 45 67 69 71 75 76 78 83 85 88 89 92 100 
573	47	:	2 6 7 8 9 10 11 15 16 17 18 19 23 25 28 29 30 34 35 36 38 41 42 43 48 49 50 53 56 57 58 59 60 62 64 67 69 71 72 74 75 87 89 93 97 99 100 
574	42	:	2 3 7 8 10 11 12 15 17 22 23 26 28 29 35 37 38 39 42 48 53 54 56 57 62 64 66 68 69 71 73 74 78 80 84 91 92 93 94 96 97 99 
575	32	:	1 2 4 8 9 10 11 13 15 16 25 31 33 34 35 37 43 44 46 53 62 67 68 70 71 72 75 78 87 89 96 98 
576	26	:	3 5 6 8 18 19 21 27 30 33 39 41 47 49 53 55 56 61 63 67 74 77 80 85 98 100 
577	68	:	1 3 4 5 6 7 8 9 11 13 15 17 18 20 23 24 25 26 27 29 32 33 34 35 37 40 41 42 43 44 45 46 49 50 52 53 56 57 58 59 62 63 65 68 71 72 73 75 78 79 80 81 82 83 84 85 86 87 88 89 92 93 94 95 96 97 99 100 
578	61	:	2 3 4 7 8 10 12 14 15 17 21 22 25 26 27 28 32 33 35 36 37 38 39 41 42 43 44 47 51 53 54 56 58 60 63 65 66 68 69 71 72 73 74 75 78 79 80 81 82 83 84 87 91 92 93 94 95 96 97 99 100 
579	80	:	1 2 3 4 5 7 8 11 13 15 16 17 18 19 20 21 22 23 24 26 27 29 30 32 33 34 35 37 38 39 40 41 42 43 45 47 48 49 50 51 52 54 55 56 57 58 59 60 62 63 64 65 66 67 68 69 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 93 95 96 98 
580	60	:	4 6 10 11 13 14 15 19 23 24 25 26 29 30 32 33 34 35 37 40 41 43 44 45 46 49 50 51 53 56 57 61 62 63 64 65 68 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 87 88 89 92 94 95 96 
581	12	:	3 6 19 27 30 33 41 47 49 80 85 98 
582	39	:	1 5 6 8 10 14 20 24 27 29 30 31 37 38 40 41 42 43 44 45 47 48 50 51 53 55 60 61 64 66 75 76 77 78 86 90 91 95 97 
583	51	:	3 6 8 9 11 14 16 19 21 25 27 28 30 32 34 35 36 37 38 42 43 47 48 49 50 51 52 53 59 60 63 64 65 67 69 71 75 76 77 78 81 82 83 84 91 92 93 94 95 96 97 
584	59	:	1 2 4 5 6 9 10 15 16 18 19 24 26 27 29 31 32 36 37 38 39 40 42 43 44 45 46 49 51 52 55 59 60 62 64 66 67 68 70 71 73 74 75 77 78 80 81 86 87 88 89 90 91 93 96 97 98 99 100 
585	31	:	2 4 9 14 15 18 19 24 26 28 29 35 36 39 50 60 62 63 66 68 69 70 72 75 76 84 86 88 91 96 98 
586	65	:	3 5 6 8 9 11 15 17 18 19 20 24 25 26 27 28 29 30 32 33 35 36 39 40 41 42 43 45 46 47 48 49 50 51 53 57 60 62 63 64 65 67 69 71 73 74 77 78 80 81 83 84 85 86 87 88 89 91 93 95 96 97 98 99 100 
587	37	:	1 3 4 5 6 14 19 28 29 31 35 36 44 45 46 47 49 52 53 57 59 62 65 66 70 71 73 74 77 78 79 81 84 90 96 97 99 
588	32	:	1 2 4 8 9 10 11 12 13 16 20 23 31 34 35 37 43 44 46 52 62 65 67 68 70 71 72 75 78 79 89 98 
589	29	:	3 5 13 18 21 23 26 27 29 32 33 37 40 44 45 46 56 58 73 74 77 80 81 83 85 93 95 96 99 
590	36	:	2 5 6 7 10 11 14 16 23 24 27 29 30 35 36 40 41 42 43 47 48 50 53 57 58 62 64 66 67 68 76 77 78 84 95 97 
591	16	:	13 16 19 21 27 30 56 60 64 73 74 76 77 82 86 90 
592	72	:	1 2 3 5 8 10 11 13 15 16 17 20 21 22 23 24 25 26 29 30 32 33 36 37 38 40 42 44 45 46 48 49 50 51 52 53 54 55 56 57 58 60 61 62 64 65 66 67 68 69 71 72 74 75 76 77 78 79 82 83 84 85 87 88 90 91 92 93 94 96 99 100 
593	70	:	1 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 20 21 22 23 26 27 30 31 32 34 35 36 39 42 45 46 48 49 50 53 54 55 56 57 58 59 61 63 64 65 66 67 71 72 73 74 75 77 78 80 81 82 83 84 86 87 89 91 93 95 97 98 99 100 
594	60	:	1 3 4 5 6 7 8 10 11 12 13 19 20 22 23 25 27 29 30 31 33 34 36 37 38 40 41 43 45 47 48 49 51 52 54 56 60 61 63 64 66 67 69 72 73 76 77 80 82 83 84 85 86 90 91 92 97 98 99 100 
595	54	:	3 4 5 7 8 9 11 15 16 17 19 23 25 27 31 33 35 38 39 40 41 43 45 46 47 49 50 51 52 56 61 63 66 67 68 69 72 73 74 75 76 77 78 79 80 82 83 84 87 90 91 93 95 99 
596	57	:	2 4 6 9 10 12 13 14 15 19 20 22 24 25 26 28 30 32 33 34 35 36 37 41 42 43 45 46 47 48 50 55 56 62 63 65 67 68 69 71 72 73 75 76 78 79 81 83 85 86 89 91 92 94 96 99 100 
597	28	:	6 8 13 23 24 25 32 34 37 42 43 46 50 53 57 62 63 65 68 72 78 82 84 88 89 92 94 100 
598	56	:	1 2 4 5 7 8 10 11 12 13 14 16 21 23 26 29 31 32 34 35 37 40 43 44 45 46 48 50 53 55 56 58 59 61 62 67 68 70 71 72 73 74 75 76 77 78 79 80 83 87 92 93 94 95 96 98 
599	52	:	1 2 3 4 5 7 8 9 10 12 18 19 20 23 26 28 29 31 32 34 35 39 42 45 47 49 51 52 53 54 58 59 60 62 66 67 69 71 73 75 79 80 82 83 84 87 88 89 93 95 99 100 
600	55	:	2 3 5 8 9 10 11 13 15 16 17 18 19 21 24 27 28 29 30 31 32 36 41 43 44 45 48 49 51 52 53 56 58 59 60 62 65 67 68 70 71 73 75 76 77 79 83 88 89 91 93 94 97 99 100 
601	44	:	2 5 8 10 13 14 15 16 18 21 23 26 29 31 32 34 37 39 49 51 53 55 56 60 61 62 63 67 69 71 73 74 75 76 77 80 82 84 88 89 91 95 97 100 
602	34	:	1 11 13 17 20 21 23 25 32 37 40 44 46 48 49 50 55 56 58 61 64 68 73 74 77 80 82 83 84 87 91 93 95 96 
603	37	:	5 9 15 18 19 23 24 31 32 36 37 39 40 45 46 49 50 51 62 67 68 71 76 79 80 81 85 86 87 88 89 91 95 96 97 99 100 
604	14	:	11 17 20 21 22 26 41 54 55 62 74 85 86 96 
605	21	:	11 27 29 30 39 41 45 46 49 51 65 66 70 75 76 78 82 91 93 96 97 
606	11	:	1 7 14 21 31 41 47 55 85 88 99 
607	47	:	1 2 3 6 10 12 14 17 19 20 25 28 31 35 40 43 45 47 49 51 52 53 54 56 57 58 63 64 65 67 69 70 71 72 73 76 77 79 81 84 87 88 89 90 95 96 100 
608	39	:	5 6 9 11 15 24 26 32 36 39 40 42 45 46 48 49 50 51 62 63 64 65 67 71 73 77 78 80 81 86 88 89 91 95 96 97 98 99 100 
609	18	:	18 21 24 31 43 45 67 69 71 75 76 78 83 85 88 89 92 100 
610	43	:	3 5 6 13 16 17 18 21 22 27 29 32 36 37 41 42 48 49 51 52 53 55 59 60 62 64 65 67 70 73 76 78 79 81 83 91 92 93 94 96 97 99 100 
611	16	:	4 10 14 21 32 43 54 58 65 68 72 75 81 82 83 95 
612	53	:	2 3 4 5 6 11 12 18 19 20 23 25 26 27 29 30 31 32 33 34 36 37 38 39 40 45 47 48 49 51 52 54 56 58 59 61 63 66 69 73 74 76 79 80 81 85 89 90 91 92 93 95 99 
613	71	:	2 3 4 6 7 10 11 12 15 19 20 21 23 24 25 27 29 30 31 32 35 36 37 38 39 42 43 44 45 47 48 49 50 51 52 53 54 56 57 58 59 60 61 62 63 64 65 66 67 69 70 71 73 74 75 76 78 79 81 84 88 89 90 91 92 93 94 95 96 98 99 
614	35	:	3 6 7 8 12 21 26 27 28 32 35 37 39 42 48 52 53 59 60 64 65 67 68 69 71 73 74 78 80 84 92 93 94 96 97 
615	68	:	1 2 3 5 6 7 8 9 10 11 12 15 16 17 18 19 20 21 23 24 27 28 29 30 31 32 33 34 35 36 41 42 45 46 47 49 51 52 53 54 55 58 59 60 61 62 66 67 68 69 70 71 73 74 75 76 79 80 83 85 88 89 93 95 96 97 98 100 
616	77	:	1 2 3 4 5 6 8 10 13 14 15 16 17 18 19 20 21 22 23 24 27 28 29 30 32 33 34 35 37 38 39 42 44 45 46 47 48 49 50 51 52 53 54 56 57 58 59 60 62 64 65 66 67 70 71 72 73 74 75 76 78 81 83 84 86 87 88 91 92 93 94 95 96 97 98 99 100 
617	46	:	1 2 4 5 6 8 10 11 13 14 16 24 27 30 31 34 35 37 38 40 41 42 43 44 46 47 50 51 53 55 60 64 66 67 68 70 71 72 75 77 78 86 90 95 97 98 
618	64	:	1 3 4 5 7 8 9 10 11 12 16 18 19 20 22 23 25 27 28 29 30 31 32 35 37 39 43 45 46 48 50 51 53 54 58 59 61 66 67 68 69 70 71 74 75 76 78 79 80 82 83 84 85 86 87 88 91 93 94 95 97 98 99 100 
619	71	:	1 2 3 4 5 6 7 8 10 14 15 17 19 20 22 24 25 26 28 29 30 31 33 34 35 36 37 40 41 43 44 45 46 47 49 51 52 53 55 56 57 58 59 62 63 64 65 66 67 68 69 70 71 73 74 75 76 77 78 79 81 83 84 85 86 90 91 96 97 99 100 
620	45	:	1 2 3 4 7 8 9 10 11 12 13 16 17 19 20 21 31 32 34 35 36 37 43 44 46 49 52 55 61 67 68 70 71 72 75 77 78 82 86 89 90 95 97 98 100 
621	46	:	1 2 5 6 7 12 17 18 19 20 22 23 25 26 29 31 35 36 39 42 44 49 51 52 54 55 56 59 60 61 63 64 66 67 69 71 72 81 84 89 90 93 94 95 96 100 
622	30	:	1 2 4 11 15 20 23 24 28 32 34 45 50 51 52 58 60 61 62 64 65 71 73 74 75 76 80 87 93 97 
623	70	:	1 2 4 5 6 7 8 9 10 14 15 18 19 21 24 25 26 27 28 30 31 32 33 34 35 36 37 39 41 43 44 45 46 47 48 50 51 52 53 55 56 57 58 59 61 62 63 64 65 66 68 69 70 71 72 75 76 80 81 84 85 86 87 88 90 91 92 96 99 100 
624	75	:	1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 20 21 23 24 25 26 29 30 31 33 34 35 36 37 40 43 44 45 46 49 50 51 52 53 54 55 58 59 60 61 62 64 66 69 71 73 74 75 76 77 78 79 80 81 82 83 84 86 87 88 89 91 93 96 97 98 99 100 
